user_id,job_id,rating
128,10293,2.25
128,10398,0.75
128,10429,3.25
128,10482,1.5
128,10677,1.5
128,10682,2
129,10072,2.5
129,10127,1.75
129,10220,0.25
129,10329,2.5
129,10337,2
129,10358,3
129,10396,2.5
129,10464,3.25
129,10516,2.5
129,10521,2.5
129,10649,2.25
129,10664,4.25
129,10672,2.75
129,10752,1.25
129,10763,1.5
129,10846,2.25
12,10105,1.75
12,10110,2.75
12,10174,2.75
12,10448,3
12,10468,2.5
12,10738,2.25
12,10824,2.5
12,9991,2.75
130,10175,2.25
130,10211,1.25
130,10431,2.75
130,10570,3.25
130,10619,1.75
130,10675,2.25
130,10787,2
131,10021,1.25
131,10082,0.5
131,10155,2
131,10164,1.75
131,10198,2.75
131,10505,1.5
131,10510,2
131,10515,1.75
131,10618,1.5
131,10689,2
131,10722,1.25
131,10775,1
131,10829,0.75
132,10008,1.5
132,10085,3
132,10158,2.25
132,10254,3
132,10256,1.75
132,10349,3.25
132,10411,3
132,10491,3.5
132,10515,2.25
132,10607,2.5
132,10818,1.75
133,10069,1.75
133,10097,1.25
133,10168,1
133,10293,2.25
133,10369,2.75
133,10383,2.75
133,10409,2.5
133,10425,2.25
133,10536,1
133,10623,0.5
133,10787,1.75
133,10840,1
134,10028,2.5
134,10113,1.25
134,10161,2
134,10179,2.25
134,10201,1.75
134,10439,1.75
134,10504,2.25
134,10541,1.25
134,10568,1.75
134,10574,1.25
134,10637,1.75
134,10659,2.5
134,10844,0.75
134,9992,3
135,10201,1.25
135,10442,2
135,10531,1.5
135,10629,1.5
135,10647,1.25
135,10648,2.25
135,10653,0.5
135,10702,1.75
135,10707,1.25
135,10716,1.25
135,10837,1.75
135,9986,1.75
136,10064,0.25
136,10246,2.75
136,10253,1.75
136,10294,1.75
136,10310,0.75
136,10512,1.5
136,10645,0.5
136,10648,1
136,10688,0.25
136,9986,2.5
137,10037,1
137,10211,1.25
137,10320,1.25
137,10415,0.5
137,10737,0.5
137,10778,0.75
137,10791,1
137,9950,0.25
138,10082,2.75
138,10136,2.25
138,10145,0.5
138,10164,2
138,10195,1.75
138,10541,2.25
138,10677,1.5
138,10738,1.25
138,10840,3
138,9961,2
139,10011,2.75
139,10170,1.25
139,10401,2.5
139,10420,2
139,10476,3
139,10501,3.5
139,10706,1.75
139,10737,2.25
139,10832,2.75
13,10202,2
13,10401,3
13,10429,2.25
13,10491,1.75
13,10615,3.25
13,10648,2.75
140,10119,3
140,10453,2.5
140,10478,2.75
140,10562,2.5
140,10706,2.5
140,9989,1.75
141,10130,1.75
